Symbol,Company_Name,NCTId,Phases,Status,Conditions,Interventions
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06464185,"PHASE1, PHASE2",ACTIVE_NOT_RECRUITING,B-cell Non-Hodgkin Lymphoma,Bispecific antibody-based combined with CAR-T cell therapy
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06390176,NA,RECRUITING,Oral Mucositis,N/A
CSWYY,China Shineway Pharmaceutical Group Limited,NCT07262840,NA,RECRUITING,"Health Behavior, Colorectal Neoplasms, Primary Prevention/Methods",N/A
CSWYY,China Shineway Pharmaceutical Group Limited,NCT07253259,EARLY_PHASE1,RECRUITING,cGVHD,GT729 Injection
CSWYY,China Shineway Pharmaceutical Group Limited,NCT07253389,NA,RECRUITING,"Liver Cirrhosis, Gastroesophageal Varices Bleeding",N/A
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06529250,NA,RECRUITING,AML,"HAD, Daunorubicin+Cytarabine"
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06996132,PHASE2,RECRUITING,Relapsed or Refractory Aggressive B-cell Lymphoma,"Glofitamab, Chimeric Antigen Receptor T Cells (CAR-T)"
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06608732,PHASE2,RECRUITING,B-cell Acute Lymphoblastic Leukemia,Inaticabtagene autoleucel
CSWYY,China Shineway Pharmaceutical Group Limited,NCT05835167,NA,NOT_YET_RECRUITING,"Complete Revascularization, Coronary Artery Bypass Grafting, Multivessel Coronary Artery Disease",N/A
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06946836,PHASE2,NOT_YET_RECRUITING,"Resectable Non-small Cell Lung Cancer, Bispecific Antibody, Neoadjuvant Therapy",AK104
CSWYY,China Shineway Pharmaceutical Group Limited,NCT05279664,PHASE2,ACTIVE_NOT_RECRUITING,Necrotizing Enterocolitis,N/A
CSWYY,China Shineway Pharmaceutical Group Limited,NCT05857800,N/A,RECRUITING,Lung Cancer,N/A
CSWYY,China Shineway Pharmaceutical Group Limited,NCT07100457,N/A,RECRUITING,Myocardial Ischemia-Reperfusion Injury,N/A
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06635122,N/A,ACTIVE_NOT_RECRUITING,"Porto-Sinusoidal Vascular Disease, Cirrhosis Due to Hepatitis B, Esophageal Variceal Rebleeding, Gastric Variceal Bleeding",N/A
CSWYY,China Shineway Pharmaceutical Group Limited,NCT07439029,PHASE1,NOT_YET_RECRUITING,"Systemic Lupus Erythematosus (SLE), Diffuse Systemic Sclerosis, Idiopathic Inflammatory Myopathies (IIMs), ANCA Associated Vasculitis (AAV), Antiphospholipid Syndrome (APS), Sjogren's Syndrome (SS)",YTS109 cell
CSWYY,China Shineway Pharmaceutical Group Limited,NCT05890339,NA,NOT_YET_RECRUITING,Stomach Neoplasms,N/A
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06040073,N/A,RECRUITING,"Coronary Artery Disease Progression, Radial Wall Strain, Atherosclerotic Lesion, Optical Coherence Tomography",N/A
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06503237,NA,RECRUITING,Rheumatoid Arthritis,Anti-CD19 CART cells will be given IV at split doses.
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06941129,PHASE1,RECRUITING,"Systemic Lupus Erythematosus, Systemic Sclerosis (SSc), Inflammatory Myopathy, ANCA-Associated Vasculitis (AAV), Connective Tissue Disease-Associated Thrombocytopenia, SLE-ITP",UCAR T-cell
CSWYY,China Shineway Pharmaceutical Group Limited,NCT05682131,PHASE4,RECRUITING,"Arsenic Trioxide, Childhood ALL",Realgar Indigo naturalis formula
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06998875,PHASE4,RECRUITING,Primary Cutaneous Amyloidosis,"Tofacitinib and Acitretin Capsules., Acitretin Capsules."
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06863506,PHASE2,RECRUITING,NSCLC (Non-small Cell Lung Cancer),befotertinib
CSWYY,China Shineway Pharmaceutical Group Limited,NCT07339956,EARLY_PHASE1,NOT_YET_RECRUITING,Gastrointestinal Bleeding,"A Chinese herb formula--Yiwei Jiaohuang Onitment, Rabeprazole Enteric-Coated Tablets"
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06523309,N/A,NOT_YET_RECRUITING,"BPSD (Behavioral and Psycological Symptoms of Dementia), Alzheimer's Dementia",N/A
CSWYY,China Shineway Pharmaceutical Group Limited,NCT07213765,PHASE4,RECRUITING,Mycobacterium Avium Complex Pulmonary Disease,"Contezolid, Azithromycin, Azithromycin, Ethambutol (E), Ethambutol (E), Rifampicin (R), Rifampicin (R)"
CSWYY,China Shineway Pharmaceutical Group Limited,NCT05594095,PHASE2,RECRUITING,"Breast Neoplasm, Breast Cancer, Hormone Receptor Positive Tumor, HER2-negative Breast Cancer, Advanced Breast Cancer","PIK3CA inhibitor, AKT inhibitor, Carrelizumab, Famitinib, Fluzoparib, Dalpiciclib, SHR-A1811, Everolimus, Aromatase Inhibitors or Fulvestrant, Goserelin, TPC, Sorafenib, Apatinib, SHR-A1921, SHR-A2102, SHR-A2009, SHR-1167, SHR-6209, bevacizumab"
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06801119,NA,RECRUITING,"Systemic Lupus Erythematosus, Scleroderma, Rheumatoid Arthritis",HN2301 injection
CSWYY,China Shineway Pharmaceutical Group Limited,NCT05582265,PHASE3,RECRUITING,Head and Neck Squamous Cell Carcinomas,"Tislelizumab（neoadjuvant）, Cisplatin （neoadjuvant）, Nab-paclitaxel （neoadjuvant）, Cisplatin（adjuvant）, Tislelizumab（adjuvant）, Carboplatin (neoadjuvant）, Carboplatin (adjuvant）"
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06902220,NA,NOT_YET_RECRUITING,Postoperative Pulmonary Atelectasis,N/A
CSWYY,China Shineway Pharmaceutical Group Limited,NCT07161947,N/A,RECRUITING,"Hyperglycemia in Pregnant Diabetic Patients, Gestatiaonl Diabetes Mellitus",N/A
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06881017,PHASE2,NOT_YET_RECRUITING,"Gastric Cancer, HER2 + Gastric Cancer, CLDN18.2-positive Adenocarcinoma of the Gastroesophageal Junction, PD-L1 Positive","Trastuzumab, Adebrelimab, Apatinib, S-1, Capecitabine, Oxaliplatin, zolbetuximab, SHR-A1811, SHR-A1904, SHR-1701"
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06553313,NA,RECRUITING,Knee Osteoarthritis,N/A
CSWYY,China Shineway Pharmaceutical Group Limited,NCT05955391,PHASE2,ACTIVE_NOT_RECRUITING,Non-small Cell Lung Cancer,TGRX-326
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06495814,PHASE2,NOT_YET_RECRUITING,"Obese Impaired Glucose Tolerance, Newly Diagnosed Obese Type 2 Diabetic Patients","1/bag of Jinlida granules, 3 times/day, taken with hot water."
CSWYY,China Shineway Pharmaceutical Group Limited,NCT07297563,PHASE2,RECRUITING,"Immune Thrombocytopenia, Treatment","Rituximab, Daratumumab"
CSWYY,China Shineway Pharmaceutical Group Limited,NCT07407140,PHASE3,NOT_YET_RECRUITING,"AML, Adult","Gilteritinib + Azacitidine + Venetoclax, Cytarabine + Daunorubicin (or Idarubicin) + Gilteritinib, Re-induction Therapy, Consolidation Therapy, Maintenance Therapy"
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06456749,N/A,NOT_YET_RECRUITING,"Chronic Obstructive Pulmonary Disease, Comorbidities and Coexisting Conditions",N/A
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06118658,PHASE2,NOT_YET_RECRUITING,"Gastric, Colorectal Adenocarcinoma",tislelizumab
CSWYY,China Shineway Pharmaceutical Group Limited,NCT07230314,PHASE2,NOT_YET_RECRUITING,Unresectable Hepatocellular Carcinoma,"Donafina, PD-1/PD-L1 inhibitor"
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06753747,"PHASE1, PHASE2",RECRUITING,Esophagus Cancer,"Palbociclib, Afatinib(30mg), Afatinib(40mg), Afatinib(RP2D)"
CSWYY,China Shineway Pharmaceutical Group Limited,NCT05660915,NA,RECRUITING,"Pancreatic Cancer, Common Bile Duct Diseases, Periampullary Carcinoma",N/A
CSWYY,China Shineway Pharmaceutical Group Limited,NCT07350889,NA,NOT_YET_RECRUITING,Polycystic Ovary Syndrome (PCOS),N/A
CSWYY,China Shineway Pharmaceutical Group Limited,NCT07078721,PHASE2,NOT_YET_RECRUITING,Aplastic Anemia Idiopathic,"Fludarabine (FLU), Melphalan (Mel)"
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06723626,NA,RECRUITING,Septic Shock,"Metabolic resuscitation agent, Hydrocortisone"
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06414915,PHASE2,NOT_YET_RECRUITING,NSCLC,"Surufatinib, Tislelizumab"
CSWYY,China Shineway Pharmaceutical Group Limited,NCT03880708,N/A,RECRUITING,Ventricular Arrythmia,N/A
CSWYY,China Shineway Pharmaceutical Group Limited,NCT03948048,N/A,RECRUITING,"Septic Shock, Extracorporeal Membrane Oxygenation Complication",N/A
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06643195,NA,NOT_YET_RECRUITING,AML,N/A
CSWYY,China Shineway Pharmaceutical Group Limited,NCT07211828,NA,NOT_YET_RECRUITING,"Sedation and Analgesia, Cholangiopancreatography, Endoscopic Retrograde, Anesthesia, General","high dose of alfentanil, low dose of alfentanil with propofol"
CSWYY,China Shineway Pharmaceutical Group Limited,NCT07079072,NA,NOT_YET_RECRUITING,Lung Cancer,N/A
CSWYY,China Shineway Pharmaceutical Group Limited,NCT07236801,PHASE1,RECRUITING,"Systemic Lupus Erythematosus (SLE), Systemic Sclerosis, Sjogren's Syndrome (SS), Inflammatory Myopathy, Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis, Antiphospholipid Syndrome",YTS109 cell
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06122792,NA,NOT_YET_RECRUITING,"Portal Hypertension, Gastric Varices Bleeding, Portosystemic Shunt",N/A
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06912672,N/A,NOT_YET_RECRUITING,Urothelial Carcinoma,N/A
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06066242,NA,RECRUITING,Acute Myeloid Leukemia,N/A
CSWYY,China Shineway Pharmaceutical Group Limited,NCT07411573,N/A,ACTIVE_NOT_RECRUITING,Stroke,N/A
CSWYY,China Shineway Pharmaceutical Group Limited,NCT07026994,PHASE2,RECRUITING,"Cerebral Amyloid Angiopathy, Intracerebral Hemorrhage Lobar","Colchicine 0.5mg, Matching placebo"
CSWYY,China Shineway Pharmaceutical Group Limited,NCT05339529,NA,RECRUITING,"Acute Aortic Syndrome, Aortic Dissection Type a","Thymosin Alpha1, 28A-Glycine-28B-L-Arginine-28C-L-Glutamic Acid-28D-L-Alanine-28E-L-Proline-28F-L-Alanine-28G-L-Asparagine-, Blank control"
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06379269,NA,NOT_YET_RECRUITING,Myofascial Pain Syndrome,N/A
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06426654,"PHASE1, PHASE2",NOT_YET_RECRUITING,Gastric Cancer,sintiliman plus LDRT
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06574451,NA,RECRUITING,"Acute Postoperative Pain, Video-assisted Thoracic Surgery, Virtual Reality",N/A
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06954103,N/A,RECRUITING,"Stroke, Myocardial Injury, Heart Failure, Acute Coronary Syndromes, Arrhythmia, Sudden Cardiac Death, Takotsubo Syndrome, Heart Rate Variability",N/A
CSWYY,China Shineway Pharmaceutical Group Limited,NCT05759546,PHASE2,RECRUITING,Breast Cancer Metastatic,"Fluzoparib, Dalpiciclib, Fulvestrant/AI"
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06912386,NA,RECRUITING,Dysmenorrhea Primary,N/A
CSWYY,China Shineway Pharmaceutical Group Limited,NCT05026905,PHASE2,ACTIVE_NOT_RECRUITING,"Phase II, Open-label, Parallel 2-arm, Multi-center","Gemcitabine 1000 mg, Nab paclitaxel, S1, leucovorin, Oxaliplatin"
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06962254,PHASE1,RECRUITING,Solid Tumor Cancer,"Imatinib, Trametinib"
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06219239,NA,RECRUITING,Transfusion-dependent Beta-Thalassemia,N/A
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06288373,"PHASE2, PHASE3",RECRUITING,"Cervical Cancer, Locally Advanced Cervical Cancer, Concurrent Chemoradiotherapy, Neoadjuvant Chemoimmunotherapy","Camrelizumab, Cisplatin, Nab paclitaxel, Cisplatin"
CSWYY,China Shineway Pharmaceutical Group Limited,NCT07309705,N/A,ACTIVE_NOT_RECRUITING,"Intracranial Atherosclerosis ICAS, Hemodynamic, Stroke",Standardized medical therapy targeting vascular risk factors and stroke prevention
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06199856,N/A,RECRUITING,"Sarcopenia, Ultrasound",N/A
CSWYY,China Shineway Pharmaceutical Group Limited,NCT07384429,PHASE4,NOT_YET_RECRUITING,"Parkinson's Disease, Insomnia, Motor Disorder","Lemborexant, placebo"
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06881056,NA,RECRUITING,Respiratory Syncytial Virus (RSV),"Peginterferon α-2b injection, Peginterferon α-2b injection"
CSWYY,China Shineway Pharmaceutical Group Limited,NCT07311317,N/A,NOT_YET_RECRUITING,Breast Cancer Early Stage Breast Cancer (Stage 1-3),N/A
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06304779,NA,ACTIVE_NOT_RECRUITING,"Postoperative Pulmonary Complications, Intra-abdominal Infection","Lidocaine, Placebo"
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06282796,N/A,RECRUITING,Breast Cancer,N/A
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06490562,NA,NOT_YET_RECRUITING,Acute Graft-versus-host Disease,"PDCy, Non Cy"
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06014775,PHASE2,RECRUITING,"Evan Syndrome, Treatment",Anti-CD38 antibody Injection
CSWYY,China Shineway Pharmaceutical Group Limited,NCT05470777,PHASE2,RECRUITING,B-cell Acute Lymphoblastic Leukemia,N/A
CSWYY,China Shineway Pharmaceutical Group Limited,NCT07399444,EARLY_PHASE1,NOT_YET_RECRUITING,Multiple Myeloma (MM),LVIVO-TaVec400 product
CSWYY,China Shineway Pharmaceutical Group Limited,NCT07273734,NA,NOT_YET_RECRUITING,"Hepatic Encephalopathy (HE), TIPS","Ursodeoxycholic Acid (UDCA), Lactulose"
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06656312,NA,RECRUITING,Adenoma Colon Polyp,N/A
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06653907,PHASE4,NOT_YET_RECRUITING,"Thyroid Abnormalities, Pregnant Woman, Pregnancy Outcomes","Levothyroxine Sodium (LT4) Tablets, Placebo"
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06324266,"PHASE2, PHASE3",RECRUITING,Newly Diagnosed Multiple Myeloma,"Cyclophosphamide, Lenalidomide"
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06981637,PHASE2,RECRUITING,Advanced Soft Tissue Sarcoma,Pegylated liposomal doxorubicin
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06234332,N/A,RECRUITING,"Health Problems in Pregnancy, Pregnancy Outcomes, Gestational Diabetes, Gestational Hypertension, Preterm Birth, Obesity, Mother-Infant Interaction, Child Development, Anemia",N/A
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06484049,N/A,NOT_YET_RECRUITING,Hematopoietic Stem Cell Transplantation,N/A
CSWYY,China Shineway Pharmaceutical Group Limited,NCT05434026,N/A,RECRUITING,"Colonic Cancer, Rectal Cancer, Prospective Studies",N/A
CSWYY,China Shineway Pharmaceutical Group Limited,NCT07297238,NA,NOT_YET_RECRUITING,"Short Bowel Syndrome (SBS), Intestinal Failure",GLP-1 Receptor Agonists
CSWYY,China Shineway Pharmaceutical Group Limited,NCT07339371,N/A,NOT_YET_RECRUITING,Sleep Disordered Breathing (SDB),N/A
CSWYY,China Shineway Pharmaceutical Group Limited,NCT05925504,PHASE2,RECRUITING,Lower Risk MDS Per IPSS-R,Luspatercept
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06527547,NA,RECRUITING,"Transcutaneous Electric Nerve Stimulation, Rheumatoid Arthritis, Sleep Quality",N/A
CSWYY,China Shineway Pharmaceutical Group Limited,NCT03261934,N/A,RECRUITING,Risk Assessment of Chronic Atrophic Gastritis Malignant Transformation,N/A
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06303622,NA,RECRUITING,Prostate Cancer,N/A
CSWYY,China Shineway Pharmaceutical Group Limited,NCT07400172,NA,NOT_YET_RECRUITING,"Cardiac, Surgery (Cardiac), Education, Artificial Intelligence (AI)",N/A
CSWYY,China Shineway Pharmaceutical Group Limited,NCT07414966,NA,NOT_YET_RECRUITING,Coronary Heart Disease (CHD),N/A
CSWYY,China Shineway Pharmaceutical Group Limited,NCT07077356,PHASE1,RECRUITING,Hepatocellular Carcinoma (HCC),HBV mRNA vaccine
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06133556,PHASE2,NOT_YET_RECRUITING,Acute Myeloid Leukemia,"MCBC regimen, Bu/Cy regimen"
CSWYY,China Shineway Pharmaceutical Group Limited,NCT03282305,N/A,NOT_YET_RECRUITING,"Nonalcoholic Fatty Liver, Nonalcoholic Steatohepatitis",N/A
CSWYY,China Shineway Pharmaceutical Group Limited,NCT07259122,PHASE2,NOT_YET_RECRUITING,Waldenström Macroglobulinemia (WM),"Zaunbrutinib, Bendamustine and Rituximab for induction therapy, Zanubrutinib mono therapy for maintenance treatment"
CSWYY,China Shineway Pharmaceutical Group Limited,NCT05105945,NA,NOT_YET_RECRUITING,Esophageal Cancer,N/A
CSWYY,China Shineway Pharmaceutical Group Limited,NCT04562051,N/A,RECRUITING,"Kidney Transplantation, HBV",N/A
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06013098,PHASE4,RECRUITING,"Atelectasis, Postoperative","30%Oxygen, 60%Oxygen"
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06679244,NA,RECRUITING,Gastric Cancer Patients Undergoing Minimally Invasive Gastrectomy,N/A
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06754293,NA,ACTIVE_NOT_RECRUITING,"Musculoskeletal Symptoms, Breast Cancer, Endocrine Therapy, Aromatase Inhibitors",N/A
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06530914,PHASE2,NOT_YET_RECRUITING,Head and Neck Squamous Cell Carcinoma (HNSCC),"MRG003 combined with Pucotenlimab, MRG003 combined with Pucotenlimab+Cisplatin"
CSWYY,China Shineway Pharmaceutical Group Limited,NCT07132684,PHASE3,RECRUITING,"AML, Adult","Daunorubicin/Idarubicin, Cytarabine, Azacitidine, Venetoclax"
CSWYY,China Shineway Pharmaceutical Group Limited,NCT04062500,N/A,RECRUITING,Heart Failure,N/A
CSWYY,China Shineway Pharmaceutical Group Limited,NCT07020169,NA,RECRUITING,Renal Cell Cancer,N/A
CSWYY,China Shineway Pharmaceutical Group Limited,NCT07321678,PHASE2,RECRUITING,T2DM (Type 2 Diabetes Mellitus),"ASC30 tablets, Placebo"
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06055452,PHASE4,RECRUITING,"Pre-Heart Failure, Hypertension","Empagliflozin 10 MG, Placebo"
CSWYY,China Shineway Pharmaceutical Group Limited,NCT07381114,"PHASE1, PHASE2",NOT_YET_RECRUITING,aGVHD,Ivarmacitinib
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06521632,NA,NOT_YET_RECRUITING,Cognition,N/A
CSWYY,China Shineway Pharmaceutical Group Limited,NCT04944615,NA,RECRUITING,Chronic Total Occlusion of Coronary Artery,N/A
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06686433,NA,RECRUITING,Healthy Term Infant,N/A
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06728033,NA,NOT_YET_RECRUITING,"Hip Fractures, Ultrasound-guided Nerve Block, Perioperative Analgesia",Tramadol
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06366048,N/A,ACTIVE_NOT_RECRUITING,Liver Failure,N/A
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06208137,NA,RECRUITING,Transplant-Related Disorder,N/A
CSWYY,China Shineway Pharmaceutical Group Limited,NCT04180072,NA,ACTIVE_NOT_RECRUITING,"Carcinoma, Hepatocellular","Atezolizumab, Bevacizumab"
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06990477,NA,RECRUITING,ARDS (Acute Respiratory Distress Syndrome),N/A
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06867315,NA,RECRUITING,Benign Prostatic Hyperplasia,Tamsulosin Hydrochloride
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06312982,"PHASE2, PHASE3",RECRUITING,Locally Advanced Rectal Carcinoma,Tislelizumab
CSWYY,China Shineway Pharmaceutical Group Limited,NCT07201259,N/A,NOT_YET_RECRUITING,Malignant Tumors,N/A
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06688760,NA,RECRUITING,"Nasopharyngeal Carcinoma, Surgery, Radiotherapy",N/A
CSWYY,China Shineway Pharmaceutical Group Limited,NCT07433218,NA,NOT_YET_RECRUITING,"Anesthesia, Hypotension",N/A
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06542224,NA,RECRUITING,Obsessive-Compulsive Disorder,N/A
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06392503,N/A,RECRUITING,"Varices, Liver Cirrhosis",N/A
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06671717,NA,NOT_YET_RECRUITING,"Relapsed Peripheral T-Cell Lymphoma, Refractory Peripheral T-Cell Lymphoma",N/A
CSWYY,China Shineway Pharmaceutical Group Limited,NCT04320979,PHASE3,ACTIVE_NOT_RECRUITING,Breast Cancer,N/A
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06509997,PHASE2,NOT_YET_RECRUITING,Head and Neck Squamous Cell Carcinoma,MRG003 combined with Dalpicicilip
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06496724,NA,RECRUITING,Breast Cancer,Albumin paclitaxel/neutrophil drug
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06801496,N/A,RECRUITING,"Obesity and Obesity-related Medical Conditions, Weight Regain",N/A
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06992076,N/A,NOT_YET_RECRUITING,Hemophilia,Marstacimab
CSWYY,China Shineway Pharmaceutical Group Limited,NCT07392359,NA,NOT_YET_RECRUITING,Aortic Stenosis Treated With TAVI,N/A
CSWYY,China Shineway Pharmaceutical Group Limited,NCT03998059,N/A,RECRUITING,"Thrombocytopenia, Splenectomy",N/A
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06445088,N/A,RECRUITING,Nasopharyngeal Carcinoma,N/A
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06114056,PHASE1,ACTIVE_NOT_RECRUITING,Duchenne Muscular Dystrophy,JWK007 Single intravenous infusion administration
CSWYY,China Shineway Pharmaceutical Group Limited,NCT07338851,N/A,NOT_YET_RECRUITING,"Polio, Measles, Rubella, Mumps, Hepatitis A",N/A
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06193629,NA,RECRUITING,NASH,"Lang Qingata, placebo"
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06883669,N/A,RECRUITING,"Education, Joint Diseases",N/A
CSWYY,China Shineway Pharmaceutical Group Limited,NCT07086638,NA,RECRUITING,Radiation Dermatitis,Photo-responsive nanozyme
CSWYY,China Shineway Pharmaceutical Group Limited,NCT07319338,N/A,NOT_YET_RECRUITING,"Chronic Atrophic Gastritis, Depressive Symptoms, Depression, Gastrointestinal Diseases",N/A
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06868940,N/A,NOT_YET_RECRUITING,"Coronary Arterial Disease (CAD), Myocardial Ischaemia, Wearable Electronic Devices",N/A
CSWYY,China Shineway Pharmaceutical Group Limited,NCT03840421,PHASE3,ACTIVE_NOT_RECRUITING,"Nasopharyngeal Carcinoma, Nasopharyngeal Neoplasms, Nasopharyngeal Diseases, Head and Neck Neoplasm","gemcitabine and cisplatin, cisplatin and fluorouracil, cisplatin"
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06244368,PHASE2,RECRUITING,"Peripheral T Cell Lymphoma, Diffuse Large B-cell Lymphoma",GVM±R regimen
CSWYY,China Shineway Pharmaceutical Group Limited,NCT02958020,N/A,RECRUITING,Osteoporosis,N/A
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06595043,NA,RECRUITING,The Direction of Blocker Placement,N/A
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06410430,NA,RECRUITING,Fibromyalgia,N/A
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06871839,N/A,RECRUITING,"Alzheimer&#39;s Disease, Lecanemab, Functional Magnetic Resonance Imaging","Lecanemab treatment group, Conventional anti-dementia treatment group"
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06963112,PHASE1,RECRUITING,"Delirium, Anxiety","Midazolam, Saline"
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06463171,PHASE2,NOT_YET_RECRUITING,Lung Cancer Non-small Cell Stage IV,Almonertinib
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06785571,"PHASE2, PHASE3",RECRUITING,Respiratory Insufficiency,"Nalbuphine hydrochloride injection, Hydromorphone hydrochloride injection"
CSWYY,China Shineway Pharmaceutical Group Limited,NCT07152600,PHASE3,NOT_YET_RECRUITING,"Adenovirus Infections, Human","Saline (0.9%, sterile, for infusion), low dose Methylprednisolone, Moderate dose Methylprednisolone"
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06992128,PHASE2,RECRUITING,Primary Immune Thrombocytopenia (ITP),"Romiplostim N01 combined with dexamethasone, Dexamethasone monotherapy"
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06397807,N/A,NOT_YET_RECRUITING,"Postoperative Pain, Lung Cancer, Lung Tumor","Dinalbuphine sebacate, Analgesic injectables, Enteral analgesics"
CSWYY,China Shineway Pharmaceutical Group Limited,NCT07122895,PHASE2,RECRUITING,Schizophrenia,"NMDAE, Placebo Cap"
CSWYY,China Shineway Pharmaceutical Group Limited,NCT05185219,NA,RECRUITING,"Menopausal Women, Insomnia",Valerian
CSWYY,China Shineway Pharmaceutical Group Limited,NCT05658081,NA,RECRUITING,"Crohn Disease, Recurrence",N/A
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06480136,PHASE2,NOT_YET_RECRUITING,NSCLC,SHR-A1921 injection and adebrelimab injection
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06838429,N/A,NOT_YET_RECRUITING,"Epithelial Ovarian Cancer, Fallopian Tube or Peritoneum, PARP Inhibitor",N/A
CSWYY,China Shineway Pharmaceutical Group Limited,NCT07287930,PHASE1,NOT_YET_RECRUITING,Autoimmune Hemolytic Anemia,YTS109 cell
CSWYY,China Shineway Pharmaceutical Group Limited,NCT05022030,PHASE2,RECRUITING,"Colo-rectal Cancer, Capecitabine, Cetuximab","mCapOX plus cetuximab, mFOLFOX6 plus cetuximab"
CSWYY,China Shineway Pharmaceutical Group Limited,NCT07087392,NA,NOT_YET_RECRUITING,Pancreatic Cystic Neoplasms,N/A
CSWYY,China Shineway Pharmaceutical Group Limited,NCT06979037,N/A,RECRUITING,Diabetic Ulcers,N/A
